"ID","fixedChildProducts","fixedChildCategories","displayName_en","displayName_fr_CA","description_en","description_fr_CA","paDocumentsFileNames","altText","titleText","active","seoDescription_en","seoDescription_fr_CA","seo_keywords_en","seo_keywords_fr_CA","seoTitle_en","seoTitle_fr_CA","seoUrlSlug"
"340-010-090-010","PA0009225152,PA0009225145,PA0009223686,PA0009223678,PA0009217480,PA0009217464,PA0009217423,PA0009217407,PA0009206970,PA0009206962,PA0009206954,PA0009206947,PA0009206939,PA0009206889,PA0009206871,PA0009188822,PA0009188814,PA0009188806,PA0009188798,PA0009168782,PA0008577918,PA0008577900,PA0008577892,PA0008577884,PA0008577876,PA0008577868,PA0008577843,PA0008577835,PA0008575995,PA0008575987,PA0008575672,PA0008575664,PA0008575656,PA0008517278,PA0008517179,PA0008517153,PA0008517138,PA0008517112,PA0008517088,PA0008517070,PA0008517062,PA0008517054,PA0008517047,PA0008517039,PA0008517005,PA0008516999,PA0008516932,PA0008516924,PA0008516916,PA0008467359,PA0008393837,PA0008311706,PA0008304768,PA0008296030,PA0008294431,PA0008294407,PA0008294373,PA0008294365,PA0008294340,PA0008294225","","Garden Hose Nozzles and Wands","Buses et lances de tuyau d’arrosage",,,"340-010-090-010_banner.jpg,340-010-090-010.jpg","Garden Hose Nozzles and Wands","Garden Hose Nozzles and Wands","True",,,,,"Garden Hose Nozzles and Wands","Buses et lances de tuyau d’arrosage","340-010-090-010 Garden Hose Nozzles and Wands"
"340-010-090-015","PA0009188889,PA0009168923,PA0009166695,PA0009166687,PA0009119272,PA0009096496,PA0009096488,PA0008887416,PA0008877201,PA0008877193,PA0008877185,PA0008829889,PA0008807265,PA0008696577,PA0008576126,PA0008517500,PA0008517393,PA0008464018,PA0008417081,PA0008417073","","Garden Hose Reels","Enrouleurs pour tuyau d’arrosage",,,"340-010-090-015_banner.jpg","Garden Hose Reels","Garden Hose Reels","True",,,,,"Garden Hose Reels","Enrouleurs pour tuyau d’arrosage","340-010-090-015 Garden Hose Reels"
"340-010-090-020","PA0009175571,PA0009029315,PA0008575771,PA0008575763,PA0008575755,PA0008553869,PA0008530503,PA0008530495,PA0008530487,PA0008517526,PA0008517518,PA0008517484,PA0008467888","","Hose Hangers and Supports","Supports de tuyau d’arrosage",,,"340-010-090-020_banner.jpg","Hose Hangers and Supports","Hose Hangers and Supports","True",,,,,"Hose Hangers and Supports","Supports de tuyau d’arrosage","340-010-090-020 Hose Hangers and Supports"
"340-010-090-025","PA0009315763,PA0009223801,PA0009167412,PA0009167404,PA0009166703,PA0009045741,PA0008973158,PA0008902132,PA0008891160,PA0008887408,PA0008576910,PA0008576902,PA0008517385,PA0008517377,PA0008463051,PA0008421646,PA0008417107","","Hose Reel Carts","Enrouleurs pour tuyau sur chariot",,,"340-010-090-025_banner.jpg","Hose Reel Carts","Hose Reel Carts","True",,,,,"Hose Reel Carts","Enrouleurs pour tuyau sur chariot","340-010-090-025 Hose Reel Carts"
"340-010-090-040","PA0009300872,PA0009300864,PA0009300856,PA0009300849,PA0009206988,PA0008526964,PA0008526949,PA0008526881,PA0008294480,PA0008294464","","Metal Impact Sprinklers","Arroseurs à impact en métal",,,"340-010-090-040_banner.jpg","Metal Impact Sprinklers","Metal Impact Sprinklers","True",,,,,"Metal Impact Sprinklers","Arroseurs à impact en métal","340-010-090-040 Metal Impact Sprinklers"
"340-010-090-045","PA0009206863,PA0008531584,PA0008531568,PA0008464281,PA0008464265","","Misting Kits","Trousses de pulvérisation en brouillard",,,"340-010-090-045_banner.jpg,340-010-090-045.jpg","Misting Kits","Misting Kits","True",,,,,"Misting Kits","Trousses de pulvérisation en brouillard","340-010-090-045 Misting Kits"
"340-010-090-055","PA0009286634,PA0009286626,PA0009286618,PA0009286600,PA0009268277,PA0009136888,PA0009136870,PA0008963472,PA0008428252,PA0008398752","","Rain Barrels and Accessories","Barils pour eau de pluie et accessoires",,,"340-010-090-055_banner.jpg","Rain Barrels and Accessories","Rain Barrels and Accessories","True",,,,,"Rain Barrels and Accessories","Barils pour eau de pluie et accessoires","340-010-090-055 Rain Barrels and Accessories"
"340-010-090-060","PA0008553430,PA0008531600,PA0008531592,PA0008526816","","Sprinkler Heads","Têtes d’arrosage",,,"340-010-090-060_banner.jpg,340-010-090-060.jpg","Sprinkler Heads","Sprinkler Heads","False",,,,,"Sprinkler Heads","Têtes d’arrosage","340-010-090-060 Sprinkler Heads"
"340-010-090-065","PA0009219171,PA0009206921,PA0009206913,PA0009206905,PA0009188848,PA0009188830,PA0008629172,PA0008527137,PA0008467565,PA0008463416","","Sprinkler Timers","Minuteries pour arroseur",,,"340-010-090-065_banner.jpg,340-010-090-065.jpg","Sprinkler Timers","Sprinkler Timers","True",,,,,"Sprinkler Timers","Minuteries pour arroseur","340-010-090-065 Sprinkler Timers"
"340-010-090-070","PA0009181439,PA0008697328","","Watering Cans","Arrosoirs",,,"340-010-090-070_banner.jpg,340-010-090-070.jpg","Watering Cans","Watering Cans","True",,,,,"Watering Cans","Arrosoirs","340-010-090-070 Watering Cans"
"340-050-015-045",,"","Mesh Tarps","not available",,,"","Mesh Tarps","Mesh Tarps","False",,,,,"Mesh Tarps","not available","340-050-015-045 Mesh Tarps"
"360-005-005-005","PA0008503666,PA0008369670,PA0008369621,PA0008329377","","Glue Sticks","Bâtonnets de colle",,,"360-005-005-005_banner.jpg,360-005-005-005.jpg","Glue Sticks","Glue Sticks","True",,,,,"Glue Sticks","Bâtonnets de colle","360-005-005-005 Glue Sticks"
"360-005-005-010","PA0009151267,PA0009015967,PA0009015959,PA0008533309,PA0008533291,PA0008492639,PA0008369662,PA0008369266,PA0008329351","","Glue Guns","Pistolets à colle",,,"360-005-005-010.jpg","Glue Guns","Glue Guns","True",,,,,"Glue Guns","Pistolets à colle","360-005-005-010 Glue Guns"
"340-010-090-075","PA0008021286,PA0008021277,PA0008021268,PA0008021259,PA0008021231,PA0008021213,PA0008021197,PA0008021188","","Garden Hose Couplers","Raccords de tuyau d’arrosage",,,"340-010-090-075_banner.jpg,340-010-090-075.jpg","Garden Hose Couplers","Garden Hose Couplers","False",,,,,"Garden Hose Couplers","Raccords de tuyau d’arrosage","340-010-090-075 Garden Hose Couplers"
"340-010-090-080","PA0009399908,PA0009320045,PA0009223793,PA0009223785,PA0009223777,PA0009223769,PA0009223751,PA0009223744,PA0009223736,PA0009223728,PA0009223710,PA0009223702,PA0009223694,PA0009219189,PA0009206814,PA0009188871,PA0009168808,PA0009168790,PA0009145103,PA0009145095,PA0009128604,PA0009128596,PA0009118936,PA0009118803,PA0009118795,PA0009118787,PA0009118779,PA0009115973,PA0009011420,PA0008949133,PA0008949125,PA0008924888,PA0008915019,PA0008914822,PA0008914814,PA0008807240,PA0008807232,PA0008489882,PA0008295727,PA0008245565,PA0008203804,PA0005710137,PA0005710136,PA0005710056","","Garden/Water Hoses","Tuyaux d’arrosage/jardin",,,"340-010-090-080_banner.jpg","Garden/Water Hoses","Garden/Water Hoses","True",,,,,"Garden/Water Hoses","Tuyaux d’arrosage/jardin","340-010-090-080 Garden/Water Hoses"
"340-010-090-085","PA0009217431","","Irrigation Tools","Outils d'irrigation",,,"340-010-090-085.jpg","Irrigation Tools","Irrigation Tools","True",,,,,"Irrigation Tools","Outils d'irrigation","340-010-090-085 Irrigation Tools"
"340-010-100-005","PA0008417404","","Draft Stop Cloth Seals","Boudin de porte coupe-froid",,,"340-010-100-005_banner.jpg,340-010-100-005.jpg","Draft Stop Cloth Seals","Draft Stop Cloth Seals","False",,,,,"Draft Stop Cloth Seals","Boudin de porte coupe-froid","340-010-100-005 Draft Stop Cloth Seals"
"340-010-105-005","PA1000001736,PA0009465444,PA0009323056,PA0009300757,PA0009189622,PA0009189184,PA0009181512,PA0009138850,PA0009096470,PA0008959595,PA0008930786,PA0008911075,PA0008911067,PA0008906901,PA0008897597,PA0008897589,PA0008774127,PA0008773335,PA0008749210,PA0008708869,PA0008697963,PA0008642522,PA0008639205,PA0008476236,PA0008361859,PA0008361842","","Dump Carts","Chariots basculants",,,"340-010-105-005_banner.jpg","Dump Carts","Dump Carts","True",,,,,"Dump Carts","Chariots basculants","340-010-105-005 Dump Carts"
"340-010-105-010",,"","Flat Shelf Carts","Chariots à tablette",,,"340-010-105-010_banner.jpg,340-010-105-010.jpg","Flat Shelf Carts","Flat Shelf Carts","False",,,,,"Flat Shelf Carts","Chariots à tablette","340-010-105-010 Flat Shelf Carts"
"340-010-105-015","PA0009124488,PA0008642563,PA0008550998,PA0008518904","","Folding Carts","Diables pliants",,,"340-010-105-015_banner.jpg,340-010-105-015.jpg","Folding Carts","Folding Carts","False",,,,,"Folding Carts","Diables pliants","340-010-105-015 Folding Carts"
"340-010-105-020","PA0009188756,PA0008904559,PA0008641078","","Garden Carts","Chariots de jardin",,,"340-010-105-020_banner.jpg,340-010-105-020.jpg","Garden Carts","Garden Carts","True",,,,,"Garden Carts","Chariots de jardin","340-010-105-020 Garden Carts"
"340-010-105-025",,"","Log Carts","Chariots pour bûches",,,"340-010-105-025_banner.jpg,340-010-105-025.jpg","Log Carts","Log Carts","False",,,,,"Log Carts","Chariots pour bûches","340-010-105-025 Log Carts"
"340-010-105-030","PA0009222803,PA0009124496,PA0008781098,PA0008781080,PA0008774119,PA0008642555,PA0008618811,PA0008586349,PA0008463200,PA0008418360,PA0008395766,PA0008353120,PA0008086787","","Utility Carts","Chariots tout-usage",,,"340-010-105-030_banner.jpg","Utility Carts","Utility Carts","True",,,,,"Utility Carts","Chariots tout-usage","340-010-105-030 Utility Carts"
"340-010-105-035","PA0009235375,PA0009047077,PA0008991267,PA0008894719,PA0008796716,PA0008781619,PA0008715344,PA0008715336,PA0008715328,PA0008715302,PA0008715294,PA0008715252,PA0008714875,PA0008695405,PA0008642548,PA0008642530,PA0008575797,PA0008575789,PA0008321549,PA0008086803","","Wagon Carts","Chariots à côtés",,,"340-010-105-035_banner.jpg,340-010-105-035.jpg","Wagon Carts","Wagon Carts","True",,,,,"Wagon Carts","Chariots à côtés","340-010-105-035 Wagon Carts"
"340-010-105-040","PA0008442675","","Wheelbarrow Grips","Poignées de brouette",,,"340-010-105-040_banner.jpg,340-010-105-040.jpg","Wheelbarrow Grips","Wheelbarrow Grips","False",,,,,"Wheelbarrow Grips","Poignées de brouette","340-010-105-040 Wheelbarrow Grips"
"340-010-105-045","PA0009400995,PA0009377078,PA0009300781,PA0009269051,PA0009183443,PA0009171208,PA0009160151,PA0009124470,PA0009015124,PA0009005448,PA0009005190,PA0008950701,PA0008924094,PA0008924086,PA0008829871,PA0008781155,PA0008715237,PA0008649162,PA0008649154,PA0008649147,PA0008649139,PA0008649113,PA0008586521,PA0008586513,PA0008586331,PA0008586323,PA0008586315,PA0008526436,PA0008526402,PA0008467706,PA0008467698,PA0008467680,PA0008369100,PA0008369092,PA0008369084","","Wheelbarrows","Brouettes",,,"340-010-105-045_banner.jpg","Wheelbarrows","Wheelbarrows","True",,,,,"Wheelbarrows","Brouettes","340-010-105-045 Wheelbarrows"
"340-010-105-050",,"","Power Carts","Chariots alimentés",,,"340-010-105-050.jpg","Power Carts","Power Carts","False",,,,,"Power Carts","Chariots alimentés","340-010-105-050 Power Carts"
"340-010-110-005","PA0009240292,PA0009114232,PA0008974487,PA0008527517,PA0008524068,PA0008524050,PA0008393357","","Composters","Composteurs",,,"340-010-110-005_banner.jpg,340-010-110-005.jpg","Composters","Composters","True",,,,,"Composters","Composteurs","340-010-110-005 Composters"
"340-010-110-010","PA0008518912","","Garden Work Seats","Sièges de jardinage",,,"340-010-110-010_banner.jpg,340-010-110-010.jpg","Garden Work Seats","Garden Work Seats","False",,,,,"Garden Work Seats","Sièges de jardinage","340-010-110-010 Garden Work Seats"
"340-010-110-015","PA0008256422","","Slab Setters","Outils d’installation de dalles",,,"340-010-110-015_banner.jpg,340-010-110-015.jpg","Slab Setters","Slab Setters","True",,,,,"Slab Setters","Outils d’installation de dalles","340-010-110-015 Slab Setters"
"340-010-110-020","PA0008589988","","Tampers","Dameurs",,,"340-010-110-020_banner.jpg,340-010-110-020.jpg","Tampers","Tampers","True",,,,,"Tampers","Dameurs","340-010-110-020 Tampers"
"340-010-110-025","PA0008360802,PA0008263691","","Tile Molds","Moules de carreau",,,"340-010-110-025_banner.jpg,340-010-110-025.jpg","Tile Molds","Tile Molds","False",,,,,"Tile Molds","Moules de carreau","340-010-110-025 Tile Molds"
"340-015-005-025","PA0009314246,PA0009311333,PA0009311325,PA0009311317,PA0009296559,PA0009296542,PA0009181454,PA0009181447,PA0008698581,PA0008585192,PA0008585176,PA0008578775,PA0008524514,PA0008358574,PA0008197204","","Drag Harrows","Herses lourdes",,,"340-015-005-025_banner.jpg","Drag Harrows","Drag Harrows","True",,,,,"Drag Harrows","Herses lourdes","340-015-005-025 Drag Harrows"
"340-015-005-045","PA0009222449,PA0008578767","","Lawn Dethatchers","Déchaumeuses pour pelouse",,,"340-015-005-045_banner.jpg,340-015-005-045.jpg","Lawn Dethatchers","Lawn Dethatchers","True",,,,,"Lawn Dethatchers","Déchaumeuses pour pelouse","340-015-005-045 Lawn Dethatchers"
"340-015-005-050","PA0009190612,PA0009190604,PA0009189168,PA0008867707,PA0008867699,PA0008696643,PA0008696627,PA0008585184","","Lawn Rollers","Rouleaux à gazon",,,"340-015-005-050_banner.jpg,340-015-005-050.jpg","Lawn Rollers","Lawn Rollers","True",,,,,"Lawn Rollers","Rouleaux à gazon","340-015-005-050 Lawn Rollers"
"340-010-110-030","PA0009026352,PA0009020447,PA0009020439","","Path Tracks and Accessories","Pavés d'allée et accessoires",,,"340-010-110-030.jpg","Path Tracks and Accessories","Path Tracks and Accessories","True",,,,,"Path Tracks and Accessories","Pavés d'allée et accessoires","340-010-110-030 Path Tracks and Accessories"
"340-015-005-035","PA0009314253","","Front and Rear Blades","Lames avant et arrière",,,"340-015-005-035_banner.jpg","Front and Rear Blades","Front and Rear Blades","True",,,,,"Front and Rear Blades","Lames avant et arrière","340-015-005-035 Front and Rear Blades"
"340-015-005-055",,"","Bucket Forks","Fourches de godet",,,"340-015-005-055_banner.jpg,340-015-005-055.jpg","Bucket Forks","Bucket Forks","False",,,,,"Bucket Forks","Fourches de godet","340-015-005-055 Bucket Forks"
"340-015-005-075","PA0008197220","","ATV Accessories","Accessoires pour VTT",,,"340-015-005-075.jpg","ATV Accessories","ATV Accessories","True",,,,,"ATV Accessories","Accessoires pour VTT","340-015-005-075 ATV Accessories"
"340-015-005-080","PA0009296518,PA0008578817,PA0008578783,PA0008434458,PA0008362907,PA0008362881,PA0008362022,PA0008262776,PA0008245300,PA0008195448,PA0008162950","","ATV Spreaders","Épandeurs pour VTT",,,"","ATV Spreaders","ATV Spreaders","True",,,,,"ATV Spreaders","Épandeurs pour VTT","340-015-005-080 ATV Spreaders"
"340-015-005-085","PA0008698557","","Tow Behind Box Scrapers","Racleuses remorquables",,,"","Tow Behind Box Scrapers","Tow Behind Box Scrapers","True",,,,,"Tow Behind Box Scrapers","Racleuses remorquables","340-015-005-085 Tow Behind Box Scrapers"
"340-020-005-005","PA0005710227","","Pipe Bushings","Bagues pour tuyaux",,,"340-020-005-005_banner.jpg,340-020-005-005.jpg","Pipe Bushings","Pipe Bushings","False",,,,,"Pipe Bushings","Bagues pour tuyaux","340-020-005-005 Pipe Bushings"
"340-020-005-010","PA0008897365,PA0008897357,PA0008897340,PA0008897332,PA0008897324,PA0008897316,PA0008703191,PA0008703183,PA0008703175,PA0008703134,PA0008703076,PA0008703035,PA0008232209,PA0005712245,PA0005712229,PA0005712211,PA0005712203,PA0005712195","","Pipe Inserts","Douilles filetées pour tuyaux",,,"340-020-005-010_banner.jpg,340-020-005-010.jpg","Pipe Inserts","Pipe Inserts","True",,,,,"Pipe Inserts","Douilles filetées pour tuyaux","340-020-005-010 Pipe Inserts"
"340-020-005-020","PA1000000969,PA1000000968,PA1000000967,PA1000000966,PA1000000965,PA1000000964,PA1000000963,PA1000000962,PA1000000961,PA1000000960,PA1000000959,PA1000000958,PA1000000957,PA0005713847,PA0005713607,PA0005713599,PA0005713581,PA0005713482,PA0005713045,PA0005712989","","Black Malleable Fittings","Raccords noirs malléables",,,"340-020-005-020_banner.jpg,340-020-005-020.jpg","Black Malleable Fittings","Black Malleable Fittings","True",,,,,"Black Malleable Fittings","Raccords noirs malléables","340-020-005-020 Black Malleable Fittings"
"340-020-005-025","PA1000001080,PA1000001079,PA1000001078,PA1000001077,PA1000001076,PA1000001075,PA1000001074,PA1000001073,PA1000001072,PA1000001071,PA1000001070,PA0009010489,PA0009010471,PA0009010463,PA0009010455,PA0009010448,PA0009010430,PA0009010422,PA0009010414,PA0009010406,PA0009010398,PA0009010380,PA0009010372,PA0009010364,PA0009010356,PA0009010349,PA0009010331,PA0009010323,PA0009010315,PA0009010307,PA0009010299,PA0009010281,PA0009010273,PA0009010265,PA0009010257,PA0009010240,PA0009010232,PA0009010224,PA0009010216,PA0009010208,PA0009010190,PA0009010182,PA0009010174,PA0009010166,PA0009010158,PA0009010141,PA0009010133,PA0009010125,PA0009010117,PA0009010109,PA0009010091,PA0009010083,PA0009010075,PA0009010067,PA0009010059,PA0009010042,PA0009010034,PA0009010026,PA0009010018,PA0009010000,PA0009009994,PA0009009986,PA0008897233,PA0008897225,PA0008897217,PA0008897209,PA0008897191,PA0008897183,PA0008897175,PA0008897167,PA0008897159","","Poly Fittings","Raccords en poly",,,"340-020-005-025_banner.jpg,340-020-005-025.jpg","Poly Fittings","Poly Fittings","True",,,,,"Poly Fittings","Raccords en poly","340-020-005-025 Poly Fittings"
"340-020-010-005","PA0009259250,PA0009259243,PA0009259235,PA0008887291,PA0008693517,PA0008693509,PA0008693483,PA0008693467,PA0008693459,PA0008458382,PA0008458374,PA0008197063,PA0008197055,PA0008114886,PA0008114878,PA0004270013","","Bilge Pumps","Pompes de cale",,,"340-020-010-005_banner.jpg","Bilge Pumps","Bilge Pumps","True",,,,,"Bilge Pumps","Pompes de cale","340-020-010-005 Bilge Pumps"
"340-020-010-010","PA0009164211,PA0009164203,PA0009164195,PA0009150251,PA0008664328,PA0008371783,PA0008138950","","Diaphragm Pumps","Pompes à membrane",,,"340-020-010-010_banner.jpg","Diaphragm Pumps","Diaphragm Pumps","True",,,,,"Diaphragm Pumps","Pompes à membrane","340-020-010-010 Diaphragm Pumps"
"340-020-010-015","PA0008887283,PA0008887275,PA0008643207,PA0008643199,PA0008412322,PA0005770771,PA0005770250","","Drill Pumps","Pompes pour perceuse",,,"340-020-010-015_banner.jpg,340-020-010-015.jpg","Drill Pumps","Drill Pumps","True",,,,,"Drill Pumps","Pompes pour perceuse","340-020-010-015 Drill Pumps"
"340-020-010-020","PA0009291659,PA0009291642,PA0009291634,PA0009291626,PA0009291618,PA0009291600,PA0009291592,PA0009291584,PA0009291576,PA0009291568,PA0009178302,PA0009178294,PA0009178286,PA0009118811,PA0008914467,PA0008692782,PA0008692774,PA0008692741,PA0008692733,PA0008692717,PA0008318842,PA0008317562,PA0008317539,PA0008317513,PA0008317505,PA0008317497,PA0008307282,PA0008244576","","Fountain Pumps","Pompes pour fontaines décoratives",,,"340-020-010-020_banner.jpg","Fountain Pumps","Fountain Pumps","True",,,,,"Fountain Pumps","Pompes pour fontaines décoratives","340-020-010-020 Fountain Pumps"
"340-020-010-025","PA0009185836,PA0009176629,PA0009176108,PA0009176090,PA0009096512,PA0009096504,PA0009076647,PA0009053026,PA0009053018,PA0009053000,PA0009049164,PA0009049156,PA0009049149,PA0009049131,PA0008988180,PA0008935488,PA0008887200,PA0008867715,PA0008704132,PA0008704124,PA0008704058,PA0008703993,PA0008703985,PA0008703977,PA0008703969,PA0008661621,PA0008661514,PA0008523961,PA0008518284,PA0008518250,PA0008518243,PA0008509986,PA0008509978,PA0008509960,PA0008509952,PA0008408924,PA0008408890,PA0008408874,PA0008408858,PA0008408841,PA0008390320,PA0008390304,PA0008370843,PA0008353302,PA0008141418,PA0008102055,PA0005771563","","Gas Water Pumps","Pompes à eau fonctionnant à l’essence",,,"340-020-010-025_banner.jpg","Gas Water Pumps","Gas Water Pumps","True",,,,,"Gas Water Pumps","Pompes à eau fonctionnant à l’essence","340-020-010-025 Gas Water Pumps"
"340-020-010-030","PA0008038330,PA0008038312","","Gear Pumps","Pompes à engrenages",,,"340-020-010-030_banner.jpg,340-020-010-030.jpg","Gear Pumps","Gear Pumps","False",,,,,"Gear Pumps","Pompes à engrenages","340-020-010-030 Gear Pumps"
"340-020-010-035","PA0009319617,PA0009178195,PA0009178187,PA0009070988,PA0008936973,PA0008936965,PA0008936957,PA0008936940,PA0008887267,PA0008887259,PA0008748147,PA0008748139,PA0008644544,PA0008644528,PA0008644510,PA0008644502,PA0008644494,PA0008644486,PA0008643108,PA0008643090,PA0008459810,PA0008458788,PA0008458754,PA0008434177,PA0008421778,PA0008420739,PA0008409195,PA0008409070,PA0008409005,PA0008398984,PA0008398976,PA0008371791,PA0008368227,PA0008353799,PA0008307365,PA0008307332,PA0008254914,PA0008254054,PA0008181794,PA0008159220,PA0008145229,PA0008038599","","Jet Pumps","Pompes à jet",,,"340-020-010-035_banner.jpg","Jet Pumps","Jet Pumps","True",,,,,"Jet Pumps","Pompes à jet","340-020-010-035 Jet Pumps"
"340-020-010-040","PA0008587644,PA0008587628,PA0008587610,PA0008489031,PA0008365264,PA0008365249","","Pond Pumps","Pompes à bassin",,,"340-020-010-040_banner.jpg","Pond Pumps","Pond Pumps","True",,,,,"Pond Pumps","Pompes à bassin","340-020-010-040 Pond Pumps"
"340-020-025-025","PA0009413899,PA0008587693,PA0008317679,PA0008317661,PA0008317653","","Water Treatments","Traitements d’eau",,,"340-020-025-025_banner.jpg","Water Treatments","Water Treatments","True",,,,,"Water Treatments","Traitements d’eau","340-020-025-025 Water Treatments"
"340-020-025-030","PA0009413907","","Water Softeners","Adoucisseurs d’eau",,,"","Water Softeners","Water Softeners","True",,,,,"Water Softeners","Adoucisseurs d’eau","340-020-025-030 Water Softeners"
